0, 0.000, -46.368, -17.045
0, 0.000, -45.044, -18.347
0, 0.000, -47.192, -20.781
0, 0.000, -47.536, -21.732
0, 0.200, -41.507, -17.241
1, 0.000, -43.140, -16.003
1, 0.000, -46.547, -18.453
1, 0.600, -21.413, -6.709
1, 0.300, -33.913, -5.608
1, 0.200, -37.862, -10.470
2, 0.500, -24.171, -11.108
2, 0.300, -35.229, -16.812
2, 0.800, -10.889, -5.911
2, 1.000, -2.256, -1.848
2, 0.700, -12.981, -8.646
3, 1.000, -6.149, -2.574
3, 1.000, -2.458, -2.879
3, 0.500, -24.691, -13.461
3, 1.000, -2.162, -2.176
3, 1.000, -1.862, -3.255
4, 1.000, -1.966, -2.097
4, 0.900, -6.428, -1.944
4, 1.000, -1.872, -2.000
4, 1.000, -1.388, -1.473
4, 1.000, -1.874, -1.751
