0, 0.480, -6.123, -5.002
0, 0.380, -7.911, -6.625
0, 0.340, -7.159, -4.783
1, 0.460, -6.411, -6.893
1, 0.240, -8.647, -7.879
1, 0.420, -7.230, -5.177
2, 0.320, -8.422, -7.169
2, 0.400, -7.227, -7.682
2, 0.360, -7.460, -5.922
3, 0.480, -7.631, -6.536
3, 0.460, -7.175, -7.536
3, 0.580, -6.437, -5.403
4, 0.500, -7.525, -6.942
4, 0.660, -6.880, -7.499
4, 0.720, -6.545, -6.339
5, 0.900, -5.917, -7.258
5, 0.600, -6.784, -6.538
5, 0.420, -7.100, -6.139
6, 0.580, -6.830, -6.458
6, 0.720, -5.837, -6.013
6, 0.700, -6.157, -6.266
7, 0.680, -6.517, -6.591
7, 0.420, -7.226, -6.392
7, 0.900, -5.520, -6.405
8, 0.780, -6.299, -6.762
8, 0.700, -6.702, -6.351
8, 0.720, -6.034, -5.991
9, 0.580, -6.816, -6.536
9, 0.720, -6.484, -7.110
9, 0.780, -6.232, -6.052
10, 0.920, -5.132, -6.352
10, 0.880, -6.153, -6.613
10, 0.720, -6.440, -6.682
11, 0.900, -5.699, -6.296
11, 0.820, -6.562, -6.213
11, 0.840, -5.823, -6.268
12, 0.740, -6.268, -5.911
12, 0.680, -6.410, -6.532
12, 0.780, -6.678, -6.452
13, 0.900, -5.966, -6.020
13, 0.660, -6.541, -6.277
13, 0.860, -5.964, -6.009
14, 0.900, -5.445, -6.112
14, 0.820, -5.817, -6.692
14, 0.920, -5.738, -5.629
