0, 0.380, -6.329, -5.514
0, 0.280, -7.730, -6.547
0, 0.420, -6.345, -5.698
0, 0.400, -6.461, -5.406
0, 0.420, -6.292, -4.997
0, 0.400, -6.422, -5.905
0, 0.400, -6.610, -4.753
1, 0.380, -6.852, -5.866
1, 0.360, -6.813, -5.848
1, 0.380, -6.491, -6.319
1, 0.560, -5.527, -6.012
1, 0.420, -6.705, -5.941
1, 0.380, -6.702, -5.179
1, 0.340, -6.975, -5.709
2, 0.420, -6.764, -5.633
2, 0.440, -6.428, -5.197
2, 0.240, -7.743, -6.191
2, 0.340, -7.293, -6.532
2, 0.400, -6.616, -5.778
2, 0.480, -5.842, -4.602
2, 0.360, -7.233, -6.212
3, 0.400, -6.607, -5.554
3, 0.480, -6.028, -5.081
3, 0.420, -7.044, -6.457
3, 0.400, -6.623, -5.838
3, 0.560, -5.742, -5.016
3, 0.480, -6.059, -5.639
3, 0.360, -7.009, -5.723
4, 0.360, -7.105, -6.244
4, 0.400, -6.705, -6.207
4, 0.400, -6.428, -5.187
4, 0.440, -6.473, -5.865
4, 0.560, -5.997, -5.695
4, 0.480, -5.973, -5.020
4, 0.420, -7.099, -6.240
5, 0.540, -5.506, -5.216
5, 0.400, -6.709, -5.730
5, 0.440, -6.472, -5.305
5, 0.440, -6.558, -5.858
5, 0.380, -6.832, -5.951
5, 0.500, -5.515, -4.324
5, 0.360, -7.271, -6.324
6, 0.380, -6.820, -5.650
6, 0.500, -6.127, -5.562
6, 0.420, -6.262, -5.029
6, 0.560, -5.583, -4.851
6, 0.440, -6.422, -6.493
6, 0.520, -5.589, -5.240
6, 0.460, -6.163, -4.905
7, 0.320, -7.238, -5.625
7, 0.360, -7.143, -5.940
7, 0.580, -5.384, -4.784
7, 0.480, -6.168, -5.209
7, 0.380, -7.194, -6.181
7, 0.440, -6.379, -5.990
7, 0.380, -6.909, -5.478
8, 0.580, -5.092, -4.473
8, 0.480, -6.068, -5.150
8, 0.420, -6.777, -6.066
8, 0.520, -6.124, -5.160
8, 0.480, -6.205, -5.494
8, 0.480, -5.726, -4.797
8, 0.540, -5.595, -4.563
9, 0.560, -5.705, -4.796
9, 0.520, -6.066, -5.533
9, 0.500, -6.154, -5.680
9, 0.560, -5.453, -4.840
9, 0.500, -6.284, -5.434
9, 0.460, -6.385, -5.566
9, 0.420, -6.482, -5.588
